Comments,Happy,Sad,Angry,Disgust,Support,Insightful,Care,Love,Fear,Surprise,Curiosity,Nostalgic,Humor
The Bee Sacrificed his life for HIM,0,1,0,0,0,0,1,0,0,0,0,0,0
Christopher Lee as the evil Mr. Sender is pure gold! I love this movie!,0,0,0,0,1,0,0,1,0,0,0,0,0
"He does have a super power, that close to that kind of blast he should be best described as a fine red mist.",0,0,0,0,0,0,0,0,0,1,0,0,0
The fact that it was the back that exploded instead of the front.  Him:Wow so like my superpower is explosions.  Bakugou:Now I know where I got my quirk from.,0,0,0,0,0,1,0,0,0,0,0,0,1
Bro has superpower fr  He survived a explosion really near to him.,,,,,,,,,,,,,
"To extend it a bit, a shallow neural net (1 hidden layer) is simply a piecewise linear function with some joints in the 1D input space.",,,,,,,,,,,,,
If there is a reason for me to keep learning programming is youtubers like you. Thanks!,,,,,,,,,,,,,
well explained man!,,,,,,,,,,,,,
This man packs alot of info in his shorts.,,,,,,,,,,,,,
"Linear regression is not only a LINE OMG. It's ant regression that is linear in the pararameters, can be a 120-th order polynonia",,,,,,,,,,,,,
i thought that was instant regret xD,,,,,,,,,,,,,
"linear regression assumptions makes it less appealing, so people usually just overstep it and carry on with their model.",,,,,,,,,,,,,
And that's why we need extremely good gpu for commercial models.. we need better way for training,,,,,,,,,,,,,
AI is just lazy optimization. Change my mind.,,,,,,,,,,,,,
It's The Power Of saying Insha'Allah,0,0,0,0,1,1,0,0,0,0,0,0,0
As an Indian West Bengali I can understand what Mujibur Rahman said,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nowadays,Bangabandhu Sheikh Mujibur Rahman's dream comes true",0,0,0,0,0,0,0,0,0,0,0,1,0
I will not upload my company confidential data onto any public sites. I would go the excel way .,0,0,0,1,0,0,0,0,1,0,0,0,0
"Matplotlib, a few lines of code and suddenly this is called AI",0,0,0,0,0,0,0,0,0,1,0,0,0
How can you even recommend people upload confidential data to an online service. This video should be taken down for misinformation,0,1,1,0,0,0,0,0,1,1,0,0,0
"For those concerned about privacy, you could make a separate spreadsheet with dummy data to test the process and get ideas. Never upload your company's confidential data but that doesn't mean you can't learn from the AI.",0,0,0,0,0,1,0,0,0,0,0,0,0
"Yes, share your confidential information with a AI tools.",0,0,0,0,0,0,0,0,0,0,0,0,1
They discovered pandas,,,,,,,,,,,,,
No company would allow this with their data,,,,,,,,,,,,,
Lmao. So it's just GPT using scipy library to plot the most basic ass looking plots you could possibly get.,,,,,,,,,,,,,
this is very useful tools thanks mam,,,,,,,,,,,,,
"Last time I did this shit I was fired by the company, damnn can't say chatGPT took my job or my own idiotism",,,,,,,,,,,,,
Moye Moye... Data Analyst,,,,,,,,,,,,,
"So AI WILL replace us... As I mentioned in another of your videos, all you need is 1 person that knows how to upload info to the AI, tge rest can start thinking about a career change",,,,,,,,,,,,,
Lol. Good way to get fired,,,,,,,,,,,,,
WHERE WAS THIS SHORT A WEEK AGO WHEN I WAS DOING MY DATA ANALYSIS COURSEWORK WHICH I HAD NO INTENTION OR INTEREST IN ACTUALLY LEARNING CODE!,,,,,,,,,,,,,
ChatGPT 4 can do that for you. What advantage do I have here?,,,,,,,,,,,,,
This is the most misogynistic short I've seen in a while: It implies that women can't analyse data fast by themselves.,,,,,,,,,,,,,
The excessive promotion of AI is not what we need.,,,,,,,,,,,,,
You got some really good and educative shorts!,,,,,,,,,,,,,
You are sharing very good information,,,,,,,,,,,,,
DigitalSreeni is also a great one to be mentioned,,,,,,,,,,,,,
are you a data scientist or software engineer?,0,0,0,0,0,0,0,0,0,0,1,0,0
Good selection,0,0,0,0,1,0,0,0,0,0,0,0,0
Statquest! Love his humor!,0,0,0,0,1,0,0,1,0,1,0,0,0
Pitbull will teach why silence in powerfull And Doberman will teach why speed is usefull,0,0,0,0,0,1,0,0,0,0,0,0,0
That “I’m tired of your shhh. Hold my toy” was epic,0,0,0,0,1,0,0,0,0,0,0,0,0
"The Doberman wanted to play. And if you look, he started to run before the pitbull, initiating the chase game.",,,,,,,,,,,,,
Doberman ran so fast he legit left dust in the air,,,,,,,,,,,,,
Look at the focus in the Dobermans eyes. He knew exactly when the pit bull was gonna attack very impressive,,,,,,,,,,,,,
That Doberman was OUTTA THERE!!!,,,,,,,,,,,,,
"The pitbull was like ""Let Me Put Down My Toy"" had me diying",,,,,,,,,,,,,
For those that dont know. Dobermans are instigators. And wanted the pit to chase him. Doberman’s is the second fastest dog in the world and can run laps around that pit. I own dobermans is how I know. Pit was left nothing but smoke in the video. Lol,,,,,,,,,,,,,
"Dobby: ""Pops said I need to get my toy back. You know I wouldn't trip."" Pit: ""WHAT TOY???""  Dobby: ""The one in yo mouth."" Pit: ""Oh, my bad, homie. I didn't know you wanted it back... here you go.  BOY, I wish you would!! THAT'S MY TOY, PUNK!!!""",,,,,,,,,,,,,
The Doberman was just trying to play and the Pitbull really said “You wanna play? Let’s PLAY”,,,,,,,,,,,,,
"Doberman: Vem, Vem, Vem
Pitbull: Vou
Doberman: Fuuuuuiii!😂😂😂",,,,,,,,,,,,,
The Doberman knew it was over when the pit put the donut down and just looked at him ... Tell me he wasn't ready to go! Lmao,,,,,,,,,,,,,
The Doberman leaving a cloud of dust in his wake is straight out of a cartoon.,,,,,,,,,,,,,
"Pitbull would never catch up but as a Dobermann owner I know the dobermann was trying to play, had no intention whatsoever to fight. You’d know when a dobermann is being aggressive right before the end.  He’d square up on you and sit on his hinds, props his ears up and wait for the smallest movement to unleash his attack, wouldn’t be barking at all",,,,,,,,,,,,,
Americans: *Laughs at woman for working a man job” Russia: Equal rights equal fights comrade.,0,0,0,0,1,0,0,0,0,0,0,0,0
"""I don't need to know what gender you are but I just want to know your skills""  -Soviet Union",0,0,0,0,0,1,0,0,0,0,0,0,0
"Their grandchildren can actually say ""My grandma plays better than you"" in sniper games",0,0,0,0,1,0,0,0,0,0,0,0,1
"Y'all are saying ""simo hayha laughing in the corner"" etc etc,all these women played an important role in the war and died with honour",0,0,1,0,1,0,0,0,0,0,0,0,0
This photo quality is still 10x better than the bank security camera,0,0,0,1,0,0,0,0,0,0,0,0,1
The girl with 309 kills is known as one of the deadliest snipers in history.,0,0,0,0,0,0,0,0,0,1,0,0,0
Some men can't accept it easily they feel jealous. Women can be a good sniper and a good medic in battle field.,0,1,0,0,1,1,0,0,0,0,0,0,0
"Fun fact, Lyudmila was called ""Lady Death"" by the enemy forces",0,0,0,0,0,1,0,0,0,0,0,1,1
The last girl had more kills than any American sniper in history,0,0,0,0,1,0,0,0,0,1,0,0,0
"Other countries: no, u r a woman, u can't go to war!  USSR: You can use a gun? Perfect! Here's yours!",0,0,0,0,0,0,0,0,0,0,0,0,1
Roza Shanina is unique in that she killed several soldiers with one shot.,0,0,0,0,1,0,0,0,0,0,0,0,0
the fact that most of them look so innocent like they wouldn't even hurt a bug,,,,,,,,,,,,,
"Fun fact: number 8's first name means ""love"" in Russian. Quite the irony, might I say",,,,,,,,,,,,,
respect to all the female snipers,,,,,,,,,,,,,
The fact that people think that’s a low amount of kills because of call of duty is just sad because in cod those aren’t real people that are being killed but that was,,,,,,,,,,,,,
"not so fun fact: a lot of them were very young, like 19 or 21",0,0,0,0,0,0,0,0,0,1,0,0,0
"this is the real: ""You were killed by a girl""",0,0,0,0,0,0,0,0,0,1,0,0,0
"Americans make jokes about feminism: while these women fought for their existence, and their families and homeland",0,1,1,0,1,0,0,0,0,0,0,0,0
More respect to soviet because Still today many developed countries are hesitating to recruit female in military,0,0,0,0,1,0,0,0,0,0,0,0,0
"The last one is the 5th deadliest sniper in history, in a time when women werent trained as much for war. Respect.",0,0,0,0,1,0,0,0,0,0,0,0,0
And they said women can't even hurt a fly,0,0,1,0,0,0,0,0,0,1,0,0,0
“309 kill streak!”,0,0,0,0,0,0,0,0,0,1,0,0,0
"“I didn’t kill 309 men, I killed 309 fascists”  - L. Pelvichenko",0,0,0,0,0,1,0,0,0,0,0,0,0
The camera in 1940 are better than bank security footage,,,,,,,,,,,,,
"In Russia, ""Equal rights equal fights"" America on August 18, 1920, ""Fight for Rights",,,,,,,,,,,,,
Americans: Women should be in the kitchen USSR: Shoot them rifles grrl!!!!,,,,,,,,,,,,,
The fact that he didn't use a filter for MEN,,,,,,,,,,,,,
"We need more people like him❌
We need to become like him✅",,,,,,,,,,,,,
"My love and respect for this guy ❤📈📈
He actually needs an Oscar 🏆",0,0,0,0,1,0,1,1,0,0,0,0,0
He roasted teenagers in 69 different languages,0,0,0,0,0,0,0,0,0,0,0,0,1
Bro created his Own Universe,0,0,0,0,0,0,0,0,0,1,0,0,1
And ...the woman should also have slapped him instantly.,0,0,1,0,1,0,0,0,0,0,0,0,0
"I love how he put the abusing man as an old man ! Cause its often them, who abuse and act as if its a normal thing they do daily !",1,0,0,0,1,0,0,1,0,1,0,0,0
As a woman i just can't react the way i wanted to. My mind and body just freezes from the uncomfortable feeling. And for weeks the part assaulted feels so inconvenient.,,,,,,,,,,,,,
this type of influencers should be supported they only can save the youth now,,,,,,,,,,,,,
"As someone who used public transport during school and college days, I can totally relate. Also, the harassment was mostly from 'uncles'",,,,,,,,,,,,,
Men be like  Hardest choice need strongest will,,,,,,,,,,,,,
"Being a girl I've faced this so many time while travelling on bus and train...  Can't express how worst ,helpless i felt at that moment.. Idk why men behaves like thisthanks for awareness....",,,,,,,,,,,,,
bros single content >>>>>>>>>>Other youtubers whole career,0,0,0,0,1,0,0,0,0,0,0,0,1
"I thought he wanted to be a body builder, but really he just wanted to be strong enough to lift his grand daughter, amazing",1,0,0,0,1,0,1,0,0,1,0,0,0
"It made me tear up so wholesome and full of dedication, a lot to learn from our elderly if you pay attention .",0,1,0,0,0,0,1,0,0,0,0,0,0
A Man with a goal and the will to make it happen. Love this. Very touching,1,0,0,0,1,0,0,1,0,0,0,0,0
His innocent face with that smile touches our heart ..,0,0,0,0,0,0,1,0,0,0,0,0,0
"So beautiful, he did all of that just so he could have enough strength to pick up his grand baby. Heart warming.",1,0,0,0,1,0,1,0,0,0,0,0,0
This shows that a man (matter how old they are) will do everything for the ones they love... Salute,,,,,,,,,,,,,
That's so touching especially since I had no expectations and just paid attention. Totally loved it,,,,,,,,,,,,,
I think that was one of the sweetest videos I've ever watched,,,,,,,,,,,,,
This Grandpa is really an amazing person. God bless him and his entire family.,,,,,,,,,,,,,
A grandpa's love for his grandkids is a beautiful thing.,,,,,,,,,,,,,
What pure love this conveys. Beautiful,,,,,,,,,,,,,
There is no words to describe what a Grand Father will for his GrandChildren.,,,,,,,,,,,,,
"Ah yes, glorify and treating domestic violence as humorous.",,,,,,,,,,,,,
"""FINISH HIM OFF"" is the ultimate line!!",,,,,,,,,,,,,
"I'm more of a maths person, and when it comes to English, I struggle a lot. But your videos are helping me! Thanks!",,,,,,,,,,,,,
"I am not even preparing for IELTS, but your channel is on my feed. As a non-native speaker, I find these videos very helpful",,,,,,,,,,,,,
The silence is at its best.  I often struggle to elaborate my thoughts. That’s a problem even in my native language.,,,,,,,,,,,,,
"I love watching your videos, so helpful",,,,,,,,,,,,,
Your videos are very effective,,,,,,,,,,,,,
"Your videos help me a lot. I'm not really good at speaking, neither in English or in my native language, it's like I can think up a lot of stuff but when I try to say anything, I blank out. Gotta develop better speaking skills for any job interviews I get in the future, and your videos certainly help!",,,,,,,,,,,,,
I don’t know how many times I saw your reaction,,,,,,,,,,,,,
Even as non native I knew the answer. If someone asks a question where you have to give your opinion then they are expecting the reason too or that's how we have always talked like. Also the question he asked is an old question that has been asked quite often as US schools don't have uniform but British schools have uniform and we have discussion where our uniform rule us due to being part of British colony and if it is due to that then is it right to follow it or not abd the argument in favour always comes down to discrimination and being part of quite a diverse country I agree with that.,,,,,,,,,,,,,
Lmao that eye contact,0,0,0,0,0,0,0,0,0,0,0,0,1
"In case you cant elaborate, just say"" actually in the people use nuclear weapons, because only nuclear weapons can achieve peacefulness and people use nuclear weapons because its nice """,0,0,0,0,0,0,0,0,0,0,0,0,1
How logical or factual does the answer have to be?,0,0,0,0,0,0,0,0,0,0,1,0,0
This answer is brilliant,0,0,0,0,1,0,0,0,0,0,0,0,0
See all my answers were short at my job interview but I still got them jobs lol. I will try this for sure tho,0,0,0,0,1,0,0,0,1,0,0,0,1
You're amazing. I teach Eiken more than I do IELTS but these videos are still applicable and are useful supplements when preparing students.,0,0,0,0,1,0,0,0,0,0,0,0,0
Ask a yes or no question and you get a yes or no answer.,0,0,0,0,0,1,0,0,0,0,0,0,0
"If they want long answers, all they need to do is add ""and WHY?"" after the question. Don't ask a yes/no closed end question if you want a long answer",0,0,0,0,0,1,0,0,0,0,0,0,0
That silence was LOUD,0,0,0,0,0,0,0,0,0,0,0,0,1
I did the same thing but the examiner beaconed me to speak more . I spoke for 6 mins on the same topic FYI.but still managed to get 8 band. I hope that works,1,0,0,0,0,0,0,0,0,0,0,0,0
"I think is better that people can express thereself whit own style because if the problem bulling for what clothes you wear, the solution can't be repress the choose of the people to wear freely what they want. I mean the solution is educate people to not bulling.",,,,,,,,,,,,,
"""...and certain students were picked on because of the clothes they wore to school"". Is ""picked on"" positive or negative in this example?",,,,,,,,,,,,,
Do MORE VIDEOS like this,,,,,,,,,,,,,
This English Channel is just made for me I struggle with English but I do well in other subjects I hope I can do well Next year Happy New Year Everyone,,,,,,,,,,,,,
"And please don't forget your grammar, I got 5.5 in speaking because I didn't use grammar (I was nervous) and I couldn't think of anything to continue speaking (it was about a time when I took money and used it)",,,,,,,,,,,,,
Thanks for the help man you just got a new sub,,,,,,,,,,,,,
"No,
he sent ring to her already with love latter and she accepted his proposal and now she showing this ring ❤",1,0,0,0,0,0,1,1,0,0,0,0,0
His smile is just wow..... Smart boy,0,0,0,0,1,0,0,0,0,0,0,0,0
Her smile makes me also smile,1,0,0,0,1,0,0,0,0,0,0,0,0
Both were like love angels they came on earth for spreding love every where,0,0,0,0,1,0,1,1,0,0,0,0,0
THE VIBE OF LOVE BETWEEN THEM GIVES A LOTS OF PEACEFULL TOUCH TO HEART,,,,,,,,,,,,,
When he smiled my heart got peace ️,,,,,,,,,,,,,
Germany: I focus on quality over quantity,,,,,,,,,,,,,
"230+ > 250+
Math left the chat",0,0,0,0,0,0,0,0,0,1,0,0,1
"France:+250
Spain:+230☠",0,0,0,0,0,1,0,0,0,0,0,0,1
russia left the chat,0,0,0,0,0,0,0,0,0,0,0,0,1
"We didn't have the most, but the intensest Wars.

- 👴",0,0,0,0,0,0,0,0,0,0,0,1,1
Hungary reacting be like:👍👍😭🫡😉🫤😬😶😐🤐,0,0,0,0,0,0,0,0,0,0,0,0,1
Bro learning history from Ohio University's toilet,0,0,0,0,0,0,0,0,0,0,0,0,1
"World War Two  The strength of the army in Malaya was 104,625 troops. Sikhs represented more than 60 percent of the total Indian force that fought against the Japanese invasion of Malaysia and Singapore.",0,0,0,0,1,0,0,0,0,0,0,1,0
France : 250 + wars Spain : 230 + wars Me : ...,0,0,0,0,0,0,0,0,0,0,0,0,1
Bro learned history from taco bells bathroom flusher,,,,,,,,,,,,,
"From the philippines part, fair enough since Philippines was invaded by Spain, British, United States Of America and Imperial Japanese, while he went to battle in Korea (North korea, Soviet Union and China vs. South Korea, Philippines, America and The UN) and Vietnam",,,,,,,,,,,,,
"germany is not on the list, still left the most impact on having wars",,,,,,,,,,,,,
Germany : we only start a single war duh The war :,,,,,,,,,,,,,
Switzerland: What's war?,0,0,0,0,0,0,0,0,0,0,1,0,1
Greece/turkey left the chat,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany: Sure I haven’t started the small ones but I sure did start the big ones,0,0,0,0,0,0,0,0,0,0,0,0,1
Ukraine: i can explain Russia: no you don.t,0,0,0,0,0,0,0,0,0,0,0,0,1
"At first,i thought France was the country with the most wars",0,0,0,0,0,0,0,0,0,1,0,0,0
And they say Europe is very peaceful .,0,0,0,0,0,0,0,0,0,0,0,0,1
Cina: you want me to repeat my wars again?,0,0,0,0,0,0,0,0,0,0,0,0,1
Spain France Italy Greece Hungary Britain India Austria and Poland having flashbacks,,,,,,,,,,,,,
Bro must learn about our most intense wars .,,,,,,,,,,,,,
"Under 300 years old and joined 101 wars, nice USA",,,,,,,,,,,,,
so sad  I'm surprised Iran is so low on the list.,,,,,,,,,,,,,
As a german I’m surprised we are not here,,,,,,,,,,,,,
Bharat(India) Is The King  The Golden Eagle is Rising Again,,,,,,,,,,,,,
didnt expect that philippines have most than USA  btw love ur country  🇵🇭🇺🇸,,,,,,,,,,,,,
Make Rashidun Caliphate battles,,,,,,,,,,,,,
Hungary was hungry for war Spain wanted to inflict pain,,,,,,,,,,,,,
"The Ottoman Empire fought 205 wars in total, there are 105 victories, 33 defeats, 13 inconclusive wars, 42 suppressed rebellions, and 12 successful rebellions.  https://en.m.wikipedia.org/wiki/List_of_wars_involving_the_Ottoman_Empire",,,,,,,,,,,,,
Fact: The wars of Ancient Iran and Ancient Rome lasted for 700 years,,,,,,,,,,,,,
We will never fall.,,,,,,,,,,,,,
I honestly thought that the us wasn't even gonna be on here but wow,,,,,,,,,,,,,
"where a Spaniard does not arrive with his hand, he arrives with the point of his sword.  there is not a piece of land without a Spanish grave",,,,,,,,,,,,,
Crazy how the US is much younger than almost every country and still manages to be top 10. A country of about 200 years while other countries have been here thousands of years.,,,,,,,,,,,,,
"Me who live in hungary, but only know like 10 wars ️️",,,,,,,,,,,,,
World peace for all️,0,0,0,0,1,0,1,0,0,0,0,0,0
War is very dark,0,0,0,1,0,0,0,0,1,0,0,0,0
The first guy in the united kingdom looks like my friend-grandpa,0,0,0,0,0,0,0,0,0,1,0,0,1
OTTOMAN EMPIRE/ TURKIYE LEFT THE CHAT,0,0,0,0,0,0,0,0,0,0,0,0,1
I’m surprised that the us has been in that much wars for a country of peace,0,0,0,0,0,0,0,0,0,1,0,0,0
It really hurts that our golden bird was attacked so many times,0,1,1,0,0,0,1,0,0,0,0,0,0
"Sikhs General Jagjit Singh Aurora Man Who Made 90,000 Pak Soldiers Surrender In 1971 War ... The historical surrender of 93,000 Pakistan",0,0,0,0,0,0,0,0,0,0,0,1,0
I offer 1 on 1 tutoring for Data Structures and Analytics! Email me at greg.hogg1@outlook.com - first call is free!,0,0,0,0,1,0,0,0,0,0,1,0,0
".reverse() be like: ""why am i even here?""",0,0,0,0,0,0,0,0,0,0,0,0,1
"C# be like: strings are immutable.  C# also be like: if you sell your soul to Marshal, you can reverse a string in place",,,,,,,,,,,,,
Wrong answer: 73 ms Right answer: 82 ms Write slow code? gotcha!,,,,,,,,,,,,,
"""Two pointers"", those are not pointers, but simple cursors.",,,,,,,,,,,,,
Hey can you make dsa series instead of yt shorts ? Because python dsa resources are not available most are in cpp or java. Btw Your teaching style is good.,,,,,,,,,,,,,
"Brother, that capital L looks like a 1  had me confused but thanks for the video!",,,,,,,,,,,,,
this is why C is the best,,,,,,,,,,,,,
"i, complementary (i), till n//2",,,,,,,,,,,,,
C is just so much easier,,,,,,,,,,,,,
. reverse() is better because it shows your knowledge of the subject. An in built solution is always preferable to one you made,,,,,,,,,,,,,
doesn't this run on O(n)?,,,,,,,,,,,,,
Wow! This is easier in Rust.,,,,,,,,,,,,,
kind ironic that they pretend to care about memory.. and then gives us 3MB javascript to track us on the web.,,,,,,,,,,,,,
You just used more memory with those extra variables,0,1,0,0,0,0,0,0,0,0,0,0,0
"But in java , string is immutable right so.. we need to use string builder?",0,0,0,0,0,1,0,0,0,0,1,0,0
"So, what IS constant space?",0,0,0,0,0,0,0,0,0,0,1,0,0
isn’t this just CS 101 stuff?,0,0,0,0,0,0,0,0,0,0,1,0,0
Can you actually write code that works instead of this? This would throw a TypeError,0,0,0,0,0,0,0,0,0,0,1,0,0
"Reinventing the wheel, over and over. What a waste of time.",0,0,0,1,0,0,0,0,0,0,0,0,0
I unintentionally discovered how spirograph patterns are formed with this video,1,0,0,0,1,0,0,0,0,1,0,0,1
"I didn’t see any colors, but that was absolutely beautiful",0,0,0,0,1,0,0,0,0,0,0,0,0
Ngl you put one jumpscare in one of these videos I might have a heart attack,0,0,0,0,0,0,0,0,1,0,0,0,0
You know the edit is going to go hard when you need to put an epilepsy warning,0,0,0,0,0,1,0,0,0,0,0,0,0
This theme gets stuck in my head when I'm calculating something and it's all coming together,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Finally seeing a video of this channel in which two lines meets at last""",1,0,0,0,0,0,0,0,0,1,0,0,0
My attention span is getting better with these fire vids,1,0,0,0,1,0,0,0,0,0,0,0,0
"Bro, invented a new color",0,0,0,0,0,0,0,0,0,0,0,0,1
Your mind can decide whether the video is 2d or 3d,0,0,0,0,0,1,0,0,0,0,0,0,0
For some reason watching this video started to make my eyes tear up,0,1,0,0,0,0,0,0,0,0,0,0,0
What is the music? It match so much with the video and or is really nice!,0,0,0,0,1,0,0,0,0,1,1,0,0
Your videos make me want to learn math again . Just simply beautiful,1,0,0,0,1,0,0,0,0,0,0,0,0
"For those who didn’t see any color, just stare at the small dot in the middle",,,,,,,,,,,,,
My brain during the finals(essay):,,,,,,,,,,,,,
"Could I please ask what software or simulation u used for this. This is so beautiful, so astronomical for me and so universally sound and relaxing And the music too is spot on thee best one Please tell me the software and how to get it",,,,,,,,,,,,,
My brain when somebody asks me a question that i’m trying to understand:,,,,,,,,,,,,,
"Read this while listening to the music:  A circle, often viewed as a simple geometric shape, conceals a profound insight into the nature of perfection and unity. It embodies an unbroken loop, where every point on its circumference is equidistant from the center. This elegant symmetry symbolizes balance, completeness, and infinity. Within the circular form lies a metaphor for life's continuous cycles, where endings blend seamlessly into beginnings. The circle invites contemplation on interconnectedness and the never-ending journey of existence, challenging us to embrace the beauty of impermanence and the infinite possibilities that spiral out from its infinite embrace.",,,,,,,,,,,,,
I saw rusty metalic purple absolutely beautiful,,,,,,,,,,,,,
Bro dropped the hardest spinograph edit and thougth we wouldn't notice,,,,,,,,,,,,,
"Never, in my whole life, have I been so mesmerized by a minute long video.",,,,,,,,,,,,,
I just fucking love videos like that they are a billion times better than stolen discord memes fr,,,,,,,,,,,,,
"So, I can see red green and blue when the line has movement on my screen. This is because of the pixels updating and light being trapped in the red green or blue portion of the pixels. I’m using an oled screen so it’s very faint. I’d imagine other lcds are more vibrant. If you use “Christmas lights glasses” it’s a similar effect. (I forgot the name of the glasses that refract light. ) But it’s because of some refraction of the white light through adjacent pixels.",,,,,,,,,,,,,
My mind during a math test.,,,,,,,,,,,,,
How it feels to stare at a sharingan,,,,,,,,,,,,,
Blindly brilliant!!!,0,0,0,0,1,0,0,0,0,1,0,0,0
This visualized pure mathematics,0,0,0,0,1,0,0,0,0,0,0,0,0
Bro made me rethink my whole life,0,0,0,0,1,1,0,0,0,1,0,0,0
Bro explained the 5th dimensional transfinite yottaverse by making a colorblinding fractal,0,0,0,0,0,0,0,0,0,0,0,0,0
This felt so life changing,1,0,0,0,1,1,0,0,0,1,0,0,0
Other people: “wow I love this video!” Me: “D O N U T”,0,0,0,0,0,0,0,0,0,0,0,0,1
"""Flight included?"" Man asking the right questions",0,0,0,0,1,0,0,0,0,0,0,0,0
Congrats on 1b views,1,0,0,0,1,0,0,0,1,0,0,0,0
Who is audible with Telugu?,0,0,0,0,0,0,0,0,0,0,1,0,0
Whos here in 2024?,0,0,0,0,0,0,0,0,0,0,1,0,0
"Him: Professor, I just got a job for a week, so I'll need to make up that chemistry test.",0,0,0,0,0,0,0,0,0,0,0,0,1
"""Flight included ?"" Right question bro",,,,,,,,,,,,,
I think the free trip to Paris was enough of a prize for him,,,,,,,,,,,,,
People who miss 2023,,,,,,,,,,,,,
"""flight included""  This is the most important question ever",,,,,,,,,,,,,
That first girl’s probably punching the air right now,,,,,,,,,,,,,
“Hey mom I’m flying to Paris to buy a YouTuber a baguette”,,,,,,,,,,,,,
Good point! I've always wondered should i lie or not when there's nothing to say.,,,,,,,,,,,,,
I like such conversation Thanks sir,,,,,,,,,,,,,
"When I heard the question about “holiday”, I thought you are asking about an occasion like Christmas or New year. But hearing your response, you actually talked about a vacation. Urgh I would have completely gotten this wrong.",,,,,,,,,,,,,
"I guess I could just invent a story. Hahaha. I think it's better to be honest and our story will be more attractive. You are a good actor. Thanks, Eli.",,,,,,,,,,,,,
"I took an online course on the IELTS and the professor told me to lie if I didn't have an answer  he said "" I know you will say lying is bad but it's allowed in this case, or else the examiner will think you're avoiding the answer and lack   vocabulary on that topic""  I still think lying is bad",,,,,,,,,,,,,
Lol it reminds me of when I took the Ielts test for the first time. The examiner asked me to describe my favorite comedian (in my country) but I didn’t care for any so I just picked a guy my dad liked. Had to make up some facts about him,0,0,0,0,0,0,0,0,0,0,0,1,0
Your facial expressions were hilarious xd,1,0,0,0,0,0,0,0,0,1,0,0,1
That's splendid 😊😊,1,0,0,0,0,0,0,0,0,1,0,0,0
I love your ginger hair.,0,0,0,0,1,0,1,1,0,0,0,0,0
Why this is so related to me,1,0,0,0,1,0,0,0,0,1,1,0,0
"That reminds me of one time when I was 13 doing an English-speaking exam. The task for me was to talk about my last visit to a Post Office. I started panicking because I completely forgot what “Post Office” meant. I can’t admit that obviously so I just lied, saying something like I went there to visit my dad because… he works there… and then I tried to be as general as possible lol.  I got a high grade and passed that exam",1,0,0,0,1,0,0,0,0,0,0,1,0
Perfect,1,0,0,0,1,0,0,0,0,0,0,0,0
Om this is so related,1,0,0,0,0,0,0,0,0,0,0,0,0
"Oh,no all these are my conditions",0,0,0,0,0,0,0,0,0,1,0,0,0
Will you get penalised for deviating from the topic to speak for 2 min,,,,,,,,,,,,,
"Sir, you want to test my knowledge about special holiday or check my English speaking skill. My knowledge about my special holiday is very limited but my knowledge about English language is unlimited. I understand noun, pronoun, adjective, verb, adverb, conjunction, colon, semicolon, comma, and full stop. I make conversation confidently with any English speaking person Prince Charles, wife Diana, Mother-in-law Queen Elizabeth. I find it very disturbing that your esteemed organization is trying to judge me by my knowledge about special holiday and not my English speaking skill. You must re-examine your examination system because it is about English and not about special holiday.",,,,,,,,,,,,,
Who got to know about IELTS after watching DUNKI,,,,,,,,,,,,,
Hi sir. Is it ok to talk for less than 2 minute?,,,,,,,,,,,,,
The boy behind fanboying over him..is such a bliss 😂❤,0,0,0,0,0,0,0,1,0,0,0,0,0
Bro gives souls to lines.... What a person ❤,0,0,0,0,0,0,0,1,0,0,0,0,0
Just looking like a wow,,,,,,,,,,,,,
"I almost got teared up but that ""Woooow broo !!!"" made me giggle...",,,,,,,,,,,,,
real pain,,,,,,,,,,,,,
What a voice ❤,0,0,0,0,0,0,0,1,0,0,0,0,0
"Source: my ass. Pearl Harbor and Iwo Jima combined doesnt even come close to most soviet battles like the Battle of Kiev or the Battle of Leningrad, which arent mentioned",,,,,,,,,,,,,
Source: I smoked a ton of meth,,,,,,,,,,,,,
Source: call of duty,0,0,0,0,0,0,0,0,0,0,0,0,1
Why was the Battle of Britain here? In fact this entire list could just be Soviet battles,0,0,0,0,0,0,0,0,0,0,1,0,0
Actual deadliest battles would just be battles fought between Germany-USSR and China-Japan,0,0,0,0,0,0,0,0,1,0,0,1,0
"Interesting fact. In one Battle of Stalingrad, the Soviet Union lost more soldiers than Britain and America during the entire war.",0,0,0,0,0,1,0,0,0,0,1,0,0
"Funny fact, but all 7 battles must be between USSR and 3rd Reich. Iwojima, perl harbor, overlord - it is... Hm... Small speck in big sea",0,0,0,0,0,1,0,0,0,0,0,0,1
Battle of Britain and pearl harbor wtf are you talkin about?!,0,0,1,0,0,0,0,0,0,1,1,0,0
Alternative title: The most famous battles of WW2,0,0,0,0,0,1,0,0,0,0,0,0,0
